order_id,customer_id,restaurant_name,rating
1477281,309513,Otto Enoteca Pizzeria,5
1478223,234089,Blue Ribbon Sushi,5
1477364,125123,Shake Shack,Not given
1476715,365244,Bareburger,Not given
1476654,63020,The Odeon,3
1477296,222879,Parm,5
1478321,275535,Pongsri Thai,4
1477942,49793,Yama Japanese Restaurant,5
1477552,137565,Shake Shack,Not given
1476770,65009,Blue Ribbon Fried Chicken,4
1476558,214394,Yama Japanese Restaurant,Not given
1477993,91907,Momoya,5
1478072,82041,Osteria Morini,5
1476935,59419,Blue Ribbon Fried Chicken,5
1477255,50199,Five Guys Burgers and Fries,Not given
1477012,325210,The Meatball Shop,Not given
1477704,100999,Balthazar Boulangerie,Not given
1477188,146588,Sushi of Gari,5
1478348,310051,Parm,Not given
1477405,128243,The Meatball Shop,5
1476826,53543,CafÌ© China,Not given
1478340,230535,Shake Shack,3
1477044,127122,RedFarm Broadway,5
1476978,177250,RedFarm Hudson,Not given
1477287,111125,Otto Enoteca Pizzeria,Not given
1477110,144997,RedFarm Hudson,4
1476555,97991,Blue Ribbon Sushi Bar & Grill,Not given
1476862,58533,The Meatball Shop,Not given
1477117,104336,Nobu Next Door,4
1478402,232582,CafÌ© China,3
1477431,195927,Boqueria,5
1477836,373689,Bareburger,Not given
1477376,370372,Blue Ribbon Fried Chicken,Not given
1476835,264707,TAO,5
1477177,42385,Song Thai Restaurant & Bar,5
1478174,104555,Sushi of Gari,Not given
1478269,250494,The Meatball Shop,5
1477369,139085,Shake Shack,Not given
1476969,198309,Blue Ribbon Sushi,Not given
1477420,399478,Shake Shack,Not given
1476663,40010,Parm,4
1477904,48131,RedFarm Hudson,4
1478219,41692,Shake Shack,Not given
1477206,61305,Blue Ribbon Sushi Bar & Grill,Not given
1477337,123780,Five Guys Burgers and Fries,Not given
1476809,385248,Shake Shack,Not given
1477750,97806,Shake Shack,5
1476817,97079,Benihana,Not given
1476659,52463,RedFarm Broadway,3
1477609,105068,TAO,Not given
1477616,128600,Tamarind TriBeCa,4
1476769,71791,Sushi of Gari 46,Not given
1477185,362068,The Kati Roll Company,Not given
1477752,298824,Shake Shack,3
1477239,94524,The Meatball Shop,4
1476590,342107,The Kati Roll Company,4
1478305,62359,Rubirosa,4
1476751,347181,Blue Ribbon Sushi,Not given
1477831,60052,RedFarm Broadway,4
1477955,198936,Five Leaves,Not given
1476568,348787,Otto Enoteca Pizzeria,4
1478391,184325,Pinto Nouveau Thai Bistro,4
1476725,42935,Barbounia,5
1476688,200672,Cafe Mogador,Not given
1477102,75484,Five Guys Burgers and Fries,Not given
1476878,378027,RedFarm Broadway,Not given
1476805,93133,Parm,5
1478093,268958,Barbounia,5
1478201,370017,RedFarm Broadway,5
1478032,146586,Dirty Bird to Go,4
1476606,350085,The Meatball Shop,Not given
1477570,292343,Amy Ruth's,4
1476808,84700,Pepe Giallo,3
1476610,53212,TAO,Not given
1476875,373353,indikitch,Not given
1476829,79255,The Meatball Shop,Not given
1477366,275689,Han Dynasty,4
1477774,354719,The Meatball Shop,5
1477209,17495,Prosperity Dumpling,Not given
1478334,352247,Chipotle Mexican Grill $1.99 Delivery,4
1477872,300670,Shake Shack,Not given
1478417,87747,Blue Ribbon Fried Chicken,5
1477401,326426,Sushi of Gari,Not given
1477764,131645,Yama 49,5
1477835,129518,Blue Ribbon Fried Chicken,4
1476997,103005,Yama Japanese Restaurant,5
1477519,140477,Momoya,Not given
1477004,250494,Five Guys Burgers and Fries,5
1477536,105164,Piccolo Angolo,4
1478313,160957,Momoya,4
1477290,361509,Shake Shack,Not given
1476648,169478,RedFarm Broadway,Not given
1476657,91192,Hill Country Fried Chicken,4
1478089,134294,Shake Shack,4
1478026,365225,Pepe Rosso To Go,3
1477768,279895,Shake Shack,4
1477424,81110,Han Dynasty,Not given
1478378,384391,Shake Shack,5
1477493,328357,Shake Shack,3
1478092,41318,Jack's Wife Freda,5
1477150,92832,Five Guys Burgers and Fries,5
1478157,58871,Shake Shack,4
1478343,231042,Momoya,4
1476860,336162,Nobu Next Door,5
1477675,76907,Han Dynasty,5
1476799,389740,L'Express,3
1476598,41168,Parm,3
1477277,59749,Bareburger,Not given
1476682,86731,Mission Cantina,Not given
1477047,42832,5 Napkin Burger,Not given
1478173,91005,Han Dynasty,5
1477528,128963,Han Dynasty,4
1478426,124085,Blue Ribbon Sushi Bar & Grill,3
1476696,231061,Han Dynasty,Not given
1478189,105138,Han Dynasty,4
1477532,95164,Amma,4
1477324,263426,Blue Ribbon Sushi Izakaya,5
1476698,142461,Delicatessen,Not given
1478290,263199,Sushi of Gari 46,4
1476919,387227,Blue Ribbon Sushi Bar & Grill,5
1477247,385559,Blue Ribbon Fried Chicken,5
1477794,127149,Sarabeth's East,Not given
1477048,200074,Osteria Morini,Not given
1477615,136876,Rubirosa,5
1476566,103884,S'MAC,Not given
1477310,38612,Vanessa's Dumplings,5
1477758,334619,Blue Ribbon Sushi Izakaya,4
1477765,92996,Tamarind TriBeCa,4
1476753,195723,Cafe Habana,3
1476759,268958,Sushi of Gari 46,4
1477333,111356,Bhatti Indian Grill,5
1476830,361509,Cafeteria,Not given
1478227,367591,Taro Sushi,5
1476789,103005,Yama Japanese Restaurant,5
1477603,399121,Blue Ribbon Sushi,Not given
1478246,260680,Delicatessen,5
1476931,124838,Hill Country Fried Chicken,5
1477029,295111,The Meatball Shop,5
1476849,42052,Pepe Rosso To Go,Not given
1478179,52832,Han Dynasty,3
1477679,120833,Bareburger,Not given
1477810,94483,Bistango,Not given
1477342,49631,The Meatball Shop,Not given
1478133,114085,Blue Ribbon Sushi Bar & Grill,Not given
1477756,251607,Shake Shack,Not given
1477721,72339,Donburi-ya,Not given
1476952,229946,Balthazar Boulangerie,Not given
1477587,92726,Hatsuhana,4
1478210,320493,Vanessa's Dumplings,Not given
1477887,69348,RedFarm Broadway,3
1478366,270149,Samurai Mama,5
1478279,354016,Waverly Diner,5
1476819,104548,Tarallucci e Vino Restaurant,Not given
1477394,105754,Momoya,4
1476667,157578,P.J. Clarke's,4
1476975,350373,Blue Ribbon Fried Chicken,4
1477909,47440,Blue Ribbon Fried Chicken,Not given
1476579,85633,The Meatball Shop,5
1477286,110091,The Meatball Shop,Not given
1478436,95164,Amma,Not given
1476685,96877,The Meatball Shop,4
1477912,261400,The Meatball Shop,5
1476892,177078,Lantern Thai Kitchen,Not given
1476882,68429,Shake Shack,5
1477314,52832,ilili Restaurant,4
1477712,373633,Yama 49,5
1477057,390490,Blue Ribbon Brooklyn,3
1477926,72639,P.J. Clarke's,3
1477273,95644,RedFarm Broadway,Not given
1478003,129597,Otto Enoteca Pizzeria,5
1477522,101084,RedFarm Hudson,Not given
1476947,46859,The Meatball Shop,5
1478295,117810,Momoya,Not given
1476551,49034,The Smile,Not given
1476846,82041,Parm,Not given
1476974,142461,Shake Shack,4
1478005,97991,Blue Ribbon Sushi Bar & Grill,5
1476653,113972,RedFarm Hudson,3
1476563,114085,Blue Ribbon Sushi Bar & Grill,Not given
1478440,231042,Momoya,5
1477348,298824,Bareburger,Not given
1477525,52360,TAO,Not given
1477920,83504,Balthazar Boulangerie,4
1477797,194778,Shake Shack,5
1477640,105992,RedFarm Broadway,5
1477091,373486,Chipotle Mexican Grill $1.99 Delivery,3
1477010,49631,The Meatball Shop,Not given
1478324,250494,Blue Ribbon Fried Chicken,4
1477908,378923,Vanessa's Dumpling House,Not given
1477573,58898,RedFarm Broadway,5
1476728,250494,Bubby's ,Not given
1477815,144997,RedFarm Hudson,Not given
1477283,75115,RedFarm Hudson,Not given
1476856,59674,Woorijip,3
1477265,115238,The Smile,5
1477723,368663,Shake Shack,4
1478020,128353,The Meatball Shop,5
1477729,355713,RedFarm Broadway,Not given
1477312,269793,Dirty Bird To Go (archived),Not given
1476577,100778,The Meatball Shop,Not given
1477032,60052,Rubirosa,5
1478221,47280,Rubirosa,4
1477747,183520,Blue Ribbon Sushi,3
1477389,391860,Lucky's Famous Burgers,5
1477983,334373,Five Guys Burgers and Fries,5
1477642,370405,Haveli Indian Restaurant,3
1478229,64153,Blue Ribbon Fried Chicken,Not given
1477270,314480,Shake Shack,Not given
1477301,232035,Blue Ribbon Fried Chicken,4
1476821,80434,Bareburger,Not given
1476979,81166,Dos Caminos,5
1477762,91397,Chipotle Mexican Grill $1.99 Delivery,Not given
1476906,237592,Shake Shack,Not given
1476867,91879,da Umberto,5
1477834,22405,The Meatball Shop,4
1477577,290693,Shake Shack,5
1477492,64658,Blue Ribbon Sushi Bar & Grill,5
1476848,365401,Dirty Bird To Go (archived),Not given
1477870,301032,Mission Cantina,Not given
1477714,100536,Shake Shack,Not given
1478075,232359,The Meatball Shop,3
1477677,181782,Parm,3
1476589,146588,Sushi of Gari,5
1477828,360844,Tamarind TriBeCa,5
1477680,353606,P.J. Clarke's,5
1477468,109221,Tortaria,5
1476619,78318,RedFarm Hudson,4
1476702,152786,Cafe Habana,Not given
1478081,118776,Blue Ribbon Sushi Bar & Grill,4
1477598,81110,Hill Country Fried Chicken,4
1477624,104336,Shake Shack,4
1476773,92806,Shake Shack,Not given
1478299,130521,Lucky's Famous Burgers,Not given
1477326,52031,Han Dynasty,Not given
1478152,304708,Parm,3
1478396,74925,Cafe Mogador,4
1477537,104130,Blue Ribbon Sushi,Not given
1478372,133202,Sushi Samba,5
1478338,150865,Vanessa's Dumpling House,Not given
1477025,331608,Shake Shack,Not given
1477158,363561,Shake Shack,Not given
1477375,235620,Shake Shack,Not given
1478316,118975,Shake Shack,Not given
1476553,128224,Osteria Morini,Not given
1478330,109419,The Meatball Shop,Not given
1476999,63417,Pepe Rosso To Go,3
1476569,55334,Sushi of Gari Tribeca,Not given
1477040,301618,Vanessa's Dumplings,Not given
1476599,47386,Bubby's ,5
1476548,122609,Blue Ribbon Sushi,4
1477099,391746,Blue Ribbon Sushi,4
1477508,62027,Momoya,4
1478067,237616,Shake Shack,3
1476946,103526,Burger Joint,5
1477339,68965,RedFarm Hudson,Not given
1477490,232035,ilili Restaurant,Not given
1477135,62359,Pylos,Not given
1477931,403833,Room Service,Not given
1477822,61588,Blue Ribbon Sushi,Not given
1477360,91907,Sarabeth's Restaurant,Not given
1477163,376578,Shake Shack,5
1476732,212469,Blue Ribbon Fried Chicken,5
1477987,104563,Blue Ribbon Sushi,4
1478315,235818,Shake Shack,Not given
1476941,127149,Sarabeth's East,Not given
1477014,399520,Xe May Sandwich Shop,5
1476640,142773,Hibino,4
1478272,318874,The Kati Roll Company,5
1477026,355592,CafÌ© China,4
1476897,197265,Hill Country Fried Chicken,Not given
1476560,149508,Shake Shack,4
1477007,342882,Yama Japanese Restaurant,Not given
1477958,309981,Blue Ribbon Fried Chicken,Not given
1478102,165695,The Smile,Not given
1478088,77540,Nobu Next Door,5
1478252,94167,Dos Caminos,Not given
1477964,165130,The Meatball Shop,4
1477708,141908,Bareburger,4
1476623,277898,Blue Ribbon Fried Chicken,5
1476912,149386,Yama Japanese Restaurant,4
1478104,75722,Osteria Morini,Not given
1478065,212326,RedFarm Broadway,Not given
1477196,50123,Cafe Habana,5
1477531,52463,RedFarm Broadway,3
1476580,331143,Waverly Diner,Not given
1477844,134340,Mira Sushi,4
1477192,374286,Vanessa's Dumpling House,Not given
1476618,351749,Shake Shack,5
1477256,196355,Shake Shack,5
1477919,75484,Five Guys Burgers and Fries,Not given
1478120,47440,Blue Ribbon Fried Chicken,Not given
1477791,300549,Shake Shack,3
1477806,195927,Boqueria,Not given
1477631,115519,The Meatball Shop,4
1477566,211697,Shake Shack,4
1477156,93797,ilili Restaurant,Not given
1478136,61388,Five Guys Burgers and Fries,4
1477690,370096,Melt Shop,5
1477237,59217,Jack's Wife Freda,4
1477107,211697,Shake Shack,4
1478108,87188,Momoya,3
1478047,127934,Blue Ribbon Fried Chicken,Not given
1477535,125123,S'MAC,5
1477517,77793,The Meatball Shop,5
1478029,403019,S'MAC,5
1476585,141918,S'MAC,4
1477620,148320,Tamarind TriBeCa,Not given
1476664,164016,Blue Ribbon Fried Chicken,5
1478422,197832,The Meatball Shop,Not given
1477482,114919,Yama Japanese Restaurant,Not given
1477271,94152,The Meatball Shop,5
1477094,384571,Blue Ribbon Fried Chicken,5
1477722,347263,Dos Caminos,5
1476831,169478,RedFarm Broadway,4
1477843,241719,Blue Ribbon Sushi Izakaya,5
1477323,59181,RedFarm Hudson,5
1477066,376381,Shake Shack,Not given
1477914,366975,Blue Ribbon Sushi Bar & Grill,Not given
1478064,221430,Han Dynasty,Not given
1477711,67647,J. G. Melon,4
1477410,39011,Mamoun's Falafel,Not given
1477278,347263,Hummus Place,4
1477663,93133,Nobu Next Door,4
1477195,64830,Cafeteria,3
1477737,104548,Tarallucci e Vino Restaurant,Not given
1477058,65779,The Kati Roll Company,Not given
1476996,149984,Sushi of Gari 46,4
1477193,304291,P.J. Clarke's,3
1476596,199735,The Meatball Shop,Not given
1477154,143796,S'MAC,4
1478278,42755,Blue Ribbon Fried Chicken,Not given
1478355,68103,The Meatball Shop,4
1476557,348787,Otto Enoteca Pizzeria,Not given
1477264,35774,The Meatball Shop,Not given
1476806,203370,Chipotle Mexican Grill $1.99 Delivery,Not given
1478000,167136,ilili Restaurant,Not given
1478159,57943,Shake Shack,3
1476910,397362,TAO,5
1476660,47280,Blue Ribbon Sushi,5
1477558,268365,Cafe Mogador,4
1477458,114247,Shake Shack,Not given
1477233,110138,Saravanaa Bhavan,5
1477772,91958,TAO,Not given
1477319,145389,Westville Hudson,Not given
1477731,122609,Blue Ribbon Sushi Izakaya,5
1477571,121476,Blue Ribbon Fried Chicken,Not given
1477274,96877,Melt Shop,Not given
1477276,304449,Friend of a Farmer,Not given
1478046,53289,The Loop,4
1478398,137617,Blue Ribbon Fried Chicken,5
1477991,69713,The Meatball Shop,5
1478267,93065,Han Dynasty,Not given
1477901,353676,indikitch,5
1478247,104555,Sushi of Gari,4
1477875,154022,Blue Ribbon Sushi Bar & Grill,5
1476749,351799,Sushi of Gari Tribeca,4
1477600,347263,Hangawi,Not given
1477500,152786,Cafe Habana,4
1477498,103500,RedFarm Hudson,Not given
1478337,100527,Empanada Mama (closed),3
1476736,60835,Nobu Next Door,4
1477372,55227,Sushi of Gari Tribeca,5
1477126,41409,Nobu Next Door,Not given
1478158,232035,Balade,5
1476586,173667,Osteria Morini,Not given
1477951,242689,The Odeon,Not given
1477472,67845,RedFarm Hudson,5
1476738,233614,Yama 49,Not given
1477445,97079,Donburi-ya,Not given
1477738,97346,Osteria Morini,5
1477403,87603,The Meatball Shop,4
1477392,203370,Chipotle Mexican Grill $1.99 Delivery,4
1476877,53289,The Loop,Not given
1477877,360844,RedFarm Broadway,5
1477586,84087,The Meatball Shop,5
1477936,133202,Blue Ribbon Sushi,Not given
1478209,63141,Shake Shack,Not given
1477643,139827,RedFarm Hudson,4
1477809,148499,Posto,Not given
1478380,110091,The Meatball Shop,5
1477516,52256,Han Dynasty,Not given
1476915,142273,Pepe Rosso To Go,5
1478109,87006,Nobu Next Door,5
1476914,141445,Parm,3
1477463,66505,Mamoun's Falafel,5
1477521,113972,RedFarm Hudson,Not given
1477427,291891,The Kati Roll Company,5
1476944,105614,Terakawa Ramen,3
1477929,87006,Nobu Next Door,Not given
1477220,41249,Kambi Ramen House,5
1476866,42018,Blue Ribbon Sushi,Not given
1477037,79215,Blue Ribbon Sushi,3
1477495,92806,Shake Shack,Not given
1477248,349123,Shake Shack,5
1476740,60873,Jack's Wife Freda,4
1477238,87727,Blue Ribbon Sushi,Not given
1478052,77544,Shake Shack,4
1477130,365469,Wo Hop Restaurant,4
1477856,143984,The Smile,3
1477592,87357,Shake Shack,5
1477659,54093,Shake Shack,Not given
1477661,122852,Blue Ribbon Fried Chicken,Not given
1477230,284455,Shake Shack,5
1476624,117810,Momoya,Not given
1477832,100778,Spice Thai,Not given
1477749,362842,Cafe Habana,5
1478037,97346,da Umberto,Not given
1477109,208020,Sushi of Gari 46,Not given
1476902,165110,Room Service,Not given
1476916,52832,Dickson's Farmstand Meats,4
1476703,405334,TAO,Not given
1477785,77306,Xi'an Famous Foods,4
1476650,88201,J. G. Melon,5
1476643,88185,Momoya,4
1477371,369452,UVA Wine Bar & Restaurant,Not given
1476994,141576,Blue Ribbon Sushi Bar & Grill,5
1476934,126134,Jack's Wife Freda,3
1476954,97370,Momoya,Not given
1478160,52832,Donburi-ya,5
1478228,86233,TAO,4
1478002,348096,The Meatball Shop,5
1478112,232542,The Meatball Shop,4
1478114,237616,Shake Shack,Not given
1477400,68775,Sushi of Gari Tribeca,4
1478274,374826,Waverly Diner,4
1477804,381020,The Meatball Shop,5
1477572,150865,Vanessa's Dumpling House,5
1476904,60845,Blue Ribbon Sushi,3
1477336,94480,The Meatball Shop,5
1476929,61181,S'MAC,Not given
1477812,93505,Rubirosa,5
1477210,182080,Shake Shack,Not given
1477873,370053,Shake Shack,3
1477858,60052,Rubirosa,Not given
1477788,270444,P.J. Clarke's,Not given
1476711,106968,Blue Ribbon Fried Chicken,Not given
1477997,186473,Blue Ribbon Sushi Izakaya,3
1477523,53503,RedFarm Broadway,4
1476572,356195,Blue Ribbon Fried Chicken,5
1476895,105460,Burger Joint,Not given
1478236,121905,Chipotle Mexican Grill $1.99 Delivery,4
1476628,70456,Parm,Not given
1476927,62626,Sushi of Gari 46,Not given
1477547,242754,Rubirosa,Not given
1478349,229946,Balthazar Boulangerie,Not given
1477850,216438,Blue Ribbon Sushi,Not given
1478048,101202,Burger Joint,4
1477133,175290,Shake Shack,Not given
1476746,201471,ilili Restaurant,5
1477724,80531,RedFarm Hudson,Not given
1476911,74707,Bareburger,4
1478292,334373,Tamarind TriBeCa,Not given
1478024,241719,Sushi of Gari Tribeca,Not given
1478281,58898,Blue Ribbon Sushi,4
1478009,379538,Parm,3
1476898,174437,Han Dynasty,Not given
1477285,325285,RedFarm Broadway,Not given
1478335,84502,Nobu Next Door,4
1477934,60052,RedFarm Broadway,5
1476645,140477,Serafina Fabulous Pizza,5
1477450,79215,Blue Ribbon Sushi,3
1477657,177078,Lantern Thai Kitchen,Not given
1478135,276431,The Meatball Shop,5
1477254,58898,Blue Ribbon Sushi,5
1477705,60397,Jack's Wife Freda,3
1477814,62359,Pylos,4
1478059,53947,Gaia Italian Cafe,Not given
1478192,54365,Shake Shack,5
1477743,104130,Blue Ribbon Sushi,Not given
1477203,60138,The Meatball Shop,5
1477292,386766,Parm,3
1477178,47440,Bareburger,4
1478283,167986,J. G. Melon,3
1477321,89844,Five Guys Burgers and Fries,Not given
1477322,355592,CafÌ© China,Not given
1477879,362961,ilili Restaurant,4
1476741,318095,Blue Ribbon Sushi Izakaya,5
1478303,72639,Sushi of Gari,Not given
1476647,294246,Piccolo Angolo,Not given
1476669,142677,Chola Eclectic Indian Cuisine,5
1477049,175101,TAO,4
1477602,320493,Vanessa's Dumplings,5
1477088,129486,Mamoun's Falafel,4
1476964,81405,RedFarm Broadway,5
1477981,154464,Westville Hudson,4
1476717,151191,Pongsri Thai,Not given
1477851,66373,Blue Ribbon Sushi Izakaya,4
1478063,367093,Parm,Not given
1477636,94909,Parm,4
1477763,111356,Blue Ribbon Sushi,Not given
1477944,70564,Rubirosa,3
1478073,121686,TAO,4
1478357,142356,Blue Ribbon Sushi,Not given
1478055,7567,indikitch,Not given
1476815,39029,Prosperity Dumpling,5
1477019,62359,RedFarm Hudson,5
1477159,283310,Shake Shack,Not given
1478409,151333,Melt Shop,5
1477471,103147,Hot Kitchen,5
1476747,115213,Junoon,Not given
1477165,128600,Blue Ribbon Fried Chicken,Not given
1477378,115610,Tamarind TriBeCa,Not given
1476803,73873,Han Dynasty,Not given
1477792,270525,The Smile,Not given
1478331,42424,Han Dynasty,5
1478319,84087,The Meatball Shop,3
1477090,54081,Osteria Morini,4
1477623,41136,The Meatball Shop,Not given
1477098,304509,RedFarm Broadway,Not given
1477399,378482,Shake Shack,Not given
1476649,38116,Ravagh Persian Grill,Not given
1478288,58231,Rohm Thai,Not given
1477719,367051,RedFarm Hudson,3
1477816,187187,Momoya,3
1477777,73175,Hill Country Fried Chicken,5
1476637,49695,Blue Ribbon Fried Chicken,Not given
1477349,52327,Nobu Next Door,5
1478222,370656,Vanessa's Dumplings,Not given
1476774,114400,Shake Shack,Not given
1478421,59673,Dig Inn Seasonal Market,5
1476775,66636,Shake Shack,5
1478087,96921,Bareburger,3
1476710,65009,Blue Ribbon Sushi Izakaya,5
1478395,283052,Han Dynasty,4
1478265,52832,Dos Caminos,Not given
1476625,348352,Olea,Not given
1477413,325272,Shake Shack,Not given
1477485,165695,Jack's Wife Freda,5
1476708,126026,Nobu Next Door,Not given
1477168,352130,TAO,Not given
1476872,42018,Blue Ribbon Sushi,Not given
1477161,263426,Nobu Next Door,Not given
1477799,399520,Xe May Sandwich Shop,Not given
1477309,64151,Rubirosa,5
1478132,74762,Cafeteria,Not given
1477456,124085,Blue Ribbon Sushi Bar & Grill,Not given
1477678,102085,Otto Enoteca Pizzeria,5
1477428,77857,Shake Shack,4
1477359,373285,RedFarm Hudson,Not given
1477542,59673,Shake Shack,Not given
1477945,63096,Rubirosa,Not given
1477211,304365,Sarabeth's Restaurant,Not given
1477315,176622,Cafe Mogador,5
1478058,200631,Amy Ruth's,4
1476678,91817,Shake Shack,4
1478363,138024,Cho Dang Gol,4
1477288,47879,El Parador Cafe,5
1478350,132753,Vanessa's Dumplings,5
1477651,404649,Parm,Not given
1476977,41246,Shake Shack,5
1477544,113972,RedFarm Hudson,4
1477487,209552,TAO,5
1477187,353331,Chipotle Mexican Grill $1.99 Delivery,5
1478387,70564,Jack's Wife Freda,5
1476955,70001,Dirty Bird to Go,Not given
1476673,83287,Blue Ribbon Sushi Izakaya,Not given
1476909,366975,Blue Ribbon Sushi Bar & Grill,5
1478204,64153,Blue Ribbon Fried Chicken,4
1476613,65561,Chipotle Mexican Grill $1.99 Delivery,5
1476739,290266,Socarrat Paella Bar,5
1476617,53513,The Meatball Shop,3
1477563,385426,Shake Shack,5
1477302,52832,Don's Bogam BBQ & Wine Bar,Not given
1478217,62161,Tamarind TriBeCa,4
1478341,254913,Shake Shack,4
1477200,289597,Han Dynasty,Not given
1476982,47440,Bareburger,5
1478367,100999,Blue Ribbon Sushi Izakaya,Not given
1477852,74412,da Umberto,Not given
1477325,54110,Parm,4
1477524,236739,Xi'an Famous Foods,5
1477430,182252,Five Leaves,5
1477197,345062,Alidoro,Not given
1476763,142170,RedFarm Broadway,4
1476893,164131,Tony's Di Napoli,Not given
1476884,167828,Shake Shack,Not given
1477693,67345,Bareburger,4
1478170,208186,Blue Ribbon Sushi Izakaya,Not given
1477676,78939,Blue Ribbon Sushi,5
1477637,227992,Nobu Next Door,Not given
1477922,304587,Westville Hudson,5
1478151,62941,Cipriani Le Specialita,5
1477219,389155,The Meatball Shop,3
1478018,304112,Shake Shack,5
1477998,90113,Blue Ribbon Sushi,5
1477170,197832,The Meatball Shop,Not given
1478282,221394,Cafe Habana,4
1477826,381020,RedFarm Broadway,4
1477890,284835,Shake Shack,3
1477045,143511,Chipotle Mexican Grill $1.99 Delivery,Not given
1478430,133701,The Loop,5
1477160,61181,The Meatball Shop,4
1477605,91907,Momoya,Not given
1478351,78939,Blue Ribbon Sushi,5
1477017,175101,TAO,Not given
1478202,345429,Burger Joint,5
1478053,125262,Barbounia,Not given
1476933,375704,Shake Shack,3
1476656,124596,RedFarm Hudson,Not given
1478071,70315,Five Guys Burgers and Fries,4
